"sorszam","telnev","iskola","egyutt","neme","szulev","htfovi","neme2","szulev2","szulho2","htfovi2","neme3","szulev3","szulho3","htfovi3","neme4","szulev4","szulho4","htfovi4","neme5","szulev5","szulho5","htfovi5","neme6","szulev6","szulho6","htfovi6","csalall","dolg","agazat","htnetto","d9","d10","d11"
3187,"Veszprém                 ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Férfi","1989","Családfő","Nő","1990","8","Házastársa","Férfi","2016","6","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Szakmai, tudományos, műszaki tevékenység","250000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3188,"Veszprém                 ","Egyetem / MA / MSc","Egyedül él                    ","Férfi","1991","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar","2e+05","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3190,"Veszprém                 ","Szakközépiskolai érettségi; szakképzést követő érettségi","4","Nő","1982","Házastársa","Férfi","1979","9","Családfő","Férfi","2012","12","Gyermeke","Nő","2007","7","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Humán-egészségügyi, szociális ellátás","3e+05","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3192,"Veszprém                 ","Szakközépiskolai érettségi; szakképzést követő érettségi","Egyedül él                    ","Nő","1954","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3194,"Veszprém                 ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1953","Családfő","Nő","1957","6","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar","380000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3196,"Veszprém                 ","8 általános","2","Nő","1968","Élettársa","Férfi","1969","2","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Feldolgozóipar","340000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3197,"Veszprém                 ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1952","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Építőipar","150000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3198,"Veszprém                 ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","2","Férfi","1996","Családfő","Nő","1997","6","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Feldolgozóipar","256000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3201,"Lenti                    ","Gimnáziumi érettségi","Egyedül él                    ","Nő","1964","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Humán-egészségügyi, szociális ellátás","3e+05","többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
3203,"Lenti                    ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Nő","1982","Családfő","Férfi","2008","11","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás","120000","többlakásos ház kert nélkül","közműves ívóvízellátás","közműves szennyvízhálózat"
3204,"Lenti                    ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1956","Családfő","Nő","1957","1","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Vízellátás, szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés","350000","többlakásos ház kert nélkül","közműves ívóvízellátás","közműves szennyvízhálózat"
3205,"Lenti                    ","Szakmunkásképző; szakképzés érettségi nélkül","4","Nő","1974","Élettársa","Férfi","1983","9","Családfő","Férfi","1993","9","Egyéb rokon","Nő","2006","2","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Oktatás","40000","többlakásos ház kert nélkül","közműves ívóvízellátás","közműves szennyvízhálózat"
3206,"Lenti                    ","Főiskola / BA / BSc","Egyedül él                    ","Nő","1961","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Oktatás","190000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3209,"Lenti                    ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1989","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Szakmai, tudományos, műszaki tevékenység","150000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3210,"Lenti                    ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1972","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Munkanélküli","Szállítás, raktározás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3214,"Nagykanizsa              ","Szakmunkásképző; szakképzés érettségi nélkül","2","Nő","1983","Házastársa","Férfi","1978","5","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Adminisztratív és szolgáltatást támogató tevékenység",NA,"többlakásos ház kert nélkül","közműves ívóvízellátás","közműves szennyvízhálózat"
3217,"Nagykanizsa              ","Főiskola / BA / BSc","2","Férfi","1961","Családfő","Nő","1964","4","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás",NA,"többlakásos ház kert nélkül","közműves ívóvízellátás","közműves szennyvízhálózat"
3219,"Nagykanizsa              ","Gimnáziumi érettségi","3","Nő","1957","Családfő","Férfi","1998","4","Gyermeke","Nő","1935","10","Szülője, anyósa, apósa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Adminisztratív és szolgáltatást támogató tevékenység",NA,"többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
3220,"Nagykanizsa              ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","3","Nő","1983","Házastársa","Férfi","1979","7","Családfő","Férfi","2011","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
3221,"Nagykanizsa              ","Szakmunkásképző; szakképzés érettségi nélkül","3","Férfi","1983","Családfő","Nő","1986","4","Házastársa","Férfi","2008","2","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
3223,"Nagykanizsa              ","Szakmunkásképző; szakképzés érettségi nélkül","3","Férfi","1988","Családfő","Nő","1991","8","Élettársa","Férfi","2016","10","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3224,"Nagykanizsa              ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1956","Családfő","Nő","1958","10","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Építőipar",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3225,"Nagykanizsa              ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Nő","1964","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Válaszmegtagadó","Alkalmazott","Egyéb szolgáltatás",NA,"többlakásos ház kert nélkül","közműves ívóvízellátás","közműves szennyvízhálózat"
3226,"Nagykanizsa              ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Nő","1979","Családfő","Nő","2013","2","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Egyéb szolgáltatás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3227,"Nemesbük                 ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","2","Férfi","1957","Családfő","Nő","1958","4","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
3228,"Nemesbük                 ","Szakmunkásképző; szakképzés érettségi nélkül","3","Férfi","1987","Gyermeke","Férfi","1960","4","Családfő","Nő","1962","2","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","280000","többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
3230,"Nemesbük                 ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1962","Családfő","Nő","1962","9","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Munkanélküli","Villamosenergia-, gáz-, gőzellátás, légkondicionálás","170000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3231,"Nemesbük                 ","Szakmunkásképző; szakképzés érettségi nélkül","4","Nő","1974","Házastársa","Férfi","1970","5","Családfő","Férfi","1987","2","Gyermeke","Nő","1990","6","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Vízellátás, szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3232,"Nemesbük                 ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Nő","1982","Élettársa","Férfi","1978","4","Családfő","Férfi","2010","6","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Szálláshely-szolgáltatás, vendéglátás","2e+05","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3233,"Nemesbük                 ","8 általános","3","Férfi","1974","Családfő","Nő","1973","10","Élettársa","Férfi","2007","2","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Építőipar","170000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3236,"Nemesbük                 ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1957","Családfő","Nő","1960","4","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","95000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3237,"Nemesbük                 ","Szakközépiskolai érettségi; szakképzést követő érettségi","Egyedül él                    ","Nő","1962","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Pénzügyi, biztosítási tevékenység",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3239,"Nemesbük                 ","Szakmunkásképző; szakképzés érettségi nélkül","4","Nő","1964","Házastársa","Férfi","1957","3","Családfő","Férfi","1982","7","Gyermeke","Nő","1984","4","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3242,"Nemesbük                 ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Férfi","1987","Gyermeke","Férfi","1961","6","Családfő","Nő","1964","3","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Egyéb szolgáltatás",NA,"családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3243,"Nemesbük                 ","8 általános","Egyedül él                    ","Nő","1972","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Szálláshely-szolgáltatás, vendéglátás","92000","családi ház kerttel","közműves ívóvízellátás","szennyvízgyűjtés a telken és szennyvíz szippantás"
3245,"Zalaboldogfa             ","Szakmunkásképző; szakképzés érettségi nélkül","4","Nő","1969","Házastársa","Férfi","1968","12","Családfő","Férfi","1992","3","Gyermeke","Nő","1995","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Egyéb szolgáltatás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3247,"Zalaboldogfa             ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Nő","1958","Házastársa","Férfi","1949","4","Családfő","Férfi","1992","12","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Humán-egészségügyi, szociális ellátás","3e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3256,"Zalaboldogfa             ","Szakmunkásképző; szakképzés érettségi nélkül","7","Férfi","1992","Egyéb rokon","Férfi","1936","1","Családfő","Nő","1935","10","Házastársa","Nő","1966","1","Egyéb rokon","Férfi","1965","3","Gyermeke","Nő","1993","1","Egyéb rokon","Nőtlen, hajadon","Alkalmazott","Vízellátás, szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3261,"Zalaboldogfa             ","Gimnáziumi érettségi","2","Nő","1964","Élettársa","Férfi","1954","6","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Szálláshely-szolgáltatás, vendéglátás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3262,"Zalaboldogfa             ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Nő","1981","Családfő","Férfi","1994","12","Egyéb rokon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Villamosenergia-, gáz-, gőzellátás, légkondicionálás",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
3267,"Zalaegerszeg             ","Főiskola / BA / BSc","2","Nő","1963","Családfő","Férfi","1987","10","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Oktatás","412000","többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
3268,"Zalaegerszeg             ","8 általános","4","Nő","1983","Élettársa","Férfi","1983","7","Családfő","Férfi","2000","5","Gyermeke","Nő","2010","12","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Kereskedelem, gépjárműjavítás","237000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3269,"Zalaegerszeg             ","Szakmunkásképző; szakképzés érettségi nélkül","4","Férfi","1983","Családfő","Nő","1983","12","Élettársa","Nő","2009","5","Gyermeke","Férfi","2002","10","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Feldolgozóipar","187000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3270,"Zalaegerszeg             ","Főiskola / BA / BSc","3","Nő","1963","Házastársa","Férfi","1964","11","Családfő","Férfi","1989","3","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Oktatás","580000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3272,"Zalaegerszeg             ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Nő","1979","Családfő","Férfi","2005","8","Gyermeke","Férfi","2011","11","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Szállítás, raktározás","124000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
3273,"Zalaegerszeg             ","Főiskola / BA / BSc","2","Nő","1963","Élettársa","Férfi","1963","7","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Oktatás","470000","többlakásos ház kert nélkül","közműves ívóvízellátás","közműves szennyvízhálózat"
3275,"Zalaegerszeg             ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Nő","1973","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Kereskedelem, gépjárműjavítás","230000","többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
